,production_companies
4418,"                  name    id
0  Triumphant Pictures  3945"
4419,"                   name    id
0  Rapid Heart Pictures  4881"
4420,"                                   name     id
0  Submarine Entertainment Distributors   8185
1                      LD Entertainment  10285"
4421,"              name     id
0  Corona Pictures  12905"
4422,"Empty DataFrame
Columns: []
Index: []"
4423,"                               name     id
0  JoBro Productions & Film Finance  50084
1                     Scythia Films  61011"
4424,"                       name     id
0          Dry County Films   3347
1  Anchor Bay Entertainment  16839
2             Movie Machine  18890"
4425,"                       name     id
0  Arrowstorm Entertainment  14787
1                The Klimax  58574"
4426,"Empty DataFrame
Columns: []
Index: []"
4427,"                             name     id
0                    ABC Pictures    634
1  Cinerama Releasing Corporation  88161"
4428,"                       name     id
0  Before the Door Pictures  14861
1   Sunchaser Entertainment  19600
2              Favorit Film  19601"
4429,"                     name     id
0  Decipher Entertainment  23749
1      Presque Isle Films  23750
2            LA Publicity  23751
3        Tait Productions  23752"
4430,"Empty DataFrame
Columns: []
Index: []"
4431,"Empty DataFrame
Columns: []
Index: []"
4432,"                name   id
0  Columbia Pictures    5
1   Horizon Pictures  388"
4433,"                      name     id
0        Stardust Pictures  34951
1  Dot Dot Dot Productions  47330"
4434,"                                              name     id
0                                        Saga Film    859
1                                      Mobra Films   5545
2                                  Mindshare Media  35020
3        Centrul National al Cinematografiei (CNC)  69462
4                                  McCann-Erickson  73925
5                       Televiziunea Romana (TVR1)  73926
6  Hubert Bals Fund of the Rotterdam Festival, The  73927"
4435,"Empty DataFrame
Columns: []
Index: []"
4436,"                      name     id
0  Vulcan Productions Inc.  12355"
4437,"                name   id
0  Destination Films  769"
4438,"              name     id
0  A Space Between  16144
1   Marakesh Films  33553
2    Bago Pictures  58849"
4439,"                                        name     id
0  Forest Whitaker's Significant Productions  14638
1                                 OG Project  14639"
4440,"            name     id
0  Laundry Films  13552"
4441,"                      name    id
0  Walt Disney Productions  3166"
4442,"                  name    id
0    Bentley Filmgroup  2958
1  Eden Wurmfeld Films  4143
2     Hammer The Movie  4144"
4443,"            name   id
0  TLA Releasing  328"
4444,"                  name     id
0    France Télévision   7454
1        Aztec Musique  73188
2  Canal Plus Overseas  73189"
4445,"Empty DataFrame
Columns: []
Index: []"
4446,"               name     id
0  AdScott Pictures  52241"
4447,"        name   id
0  Team Todd  598"
4448,"                    name    id
0  Christiano Film Group  5302"
4449,"                  name     id
0  Steel Mill Pictures  15282
1    LTB Films Limited  25794
2     Wellington Films  25795"
4450,"                   name     id
0    Screen Media Films   6353
1         Vertigo Films  10393
2  Protagonist Pictures  20277"
4451,"                   name     id
0  Absinthe Productions  54946"
4452,"                         name     id
0  Asghar Farhadi Productions  84797
1              Dreamlab Films  84798
2  MPA APSA Academy Film Fund  84799"
4453,"                  name     id
0      Scottish Screen    698
1             EM Media   1917
2         BBC Scotland   3712
3  Synchronicity Films  10443
4     Wellington Films  25795"
4454,"Empty DataFrame
Columns: []
Index: []"
4455,"                name     id
0   Ruby in Paradise  75712
1  Full Crew/Say Yea  75713"
4456,"Empty DataFrame
Columns: []
Index: []"
4457,"         name    id
0  Nero Films  4903"
4458,"Empty DataFrame
Columns: []
Index: []"
4459,"          name     id
0  Libido Cine  28810
1    Aquafilms  28811
2    Filmanova  28812"
4460,"                      name     id
0   Battleplan Productions   2108
1        TF1 International   7799
2  Moonstone Entertainment  22289"
4461,"Empty DataFrame
Columns: []
Index: []"
4462,"Empty DataFrame
Columns: []
Index: []"
4463,"                      name     id
0  Steeltown Entertainment  33836
1    Point Park University  33837
2              Shaderville  33838"
4464,"                        name     id
0               Euforia Film   3553
1                   FilmCamp  23682
2                  Miho Film  44992
3                Barentsfilm  44993
4  Yellow Bastard Production  44995
5      News On Request (NOR)  44996
6               Zwart Arbeid  44997"
4465,"                  name    id
0  Excel Entertainment  2934"
4466,"                        name     id
0  Baker's Dozen Productions  58154"
4467,"                  name   id
0            Lucasfilm    1
1   Universal Pictures   33
2  The Coppola Company  536"
4468,"Empty DataFrame
Columns: []
Index: []"
4469,"                  name     id
0         Warner Bros.   6194
1      Williams Street   6760
2  First Look Pictures  13534
3      Cartoon Network  33423"
4470,"                           name     id
0  Duplass Brothers Productions   1974
1               Big Beach Films  12808"
4471,"                      name     id
0     Comedy Central Films   7480
1  Codeblack Entertainment  35327
2     Hartbeat Productions  40268"
4472,"         name     id
0  Rook Films  16853
1      Warp X  17817"
4473,"             name    id
0   Glass Eye Pix  1360
1  Dark Sky Films  4592"
4474,"                   name    id
0    Paramount Pictures     4
1            Mars Films   819
2  Marianne Productions  1497
3            Maran Film  1627"
4475,"                name    id
0  Magnolia Pictures  1030"
4476,"                   name     id
0                Warp X  17817
1  Madman Entertainment  21592"
4477,"             name     id
0  Occupant Films  14712"
4478,"Empty DataFrame
Columns: []
Index: []"
4479,"                         name   id
0              United Artists   60
1  Stanley Kramer Productions  893"
4480,"                 name     id
0  Fine Line Features      8
1    Kartemquin Films  13042"
4481,"                           name    id
0      David LaChapelle Studios  1050
1               HSI Productions  1051
2  Darkfibre Entertainment Ltd.  1052
3                     Got Films  1053"
4482,"Empty DataFrame
Columns: []
Index: []"
4483,"Empty DataFrame
Columns: []
Index: []"
4484,"               name     id
0  Two Camels Films  59462"
4485,"                  name    id
0            Thinkfilm   446
1   Hunting Lane Films  2290
2  Journeyman Pictures  2291
3       Original Media  2292
4     Silverwood Films  2293
5       Traction Media  2294"
4486,"               name     id
0  Red-horse Native  38147"
4487,"Empty DataFrame
Columns: []
Index: []"
4488,"Empty DataFrame
Columns: []
Index: []"
4489,"            name     id
0  Mankurt Media  48545"
4490,"Empty DataFrame
Columns: []
Index: []"
4491,"Empty DataFrame
Columns: []
Index: []"
4492,"                      name     id
0       Seabourne Pictures  25566
1  Quite Quick Productions  25567"
4493,"Empty DataFrame
Columns: []
Index: []"
4494,"Empty DataFrame
Columns: []
Index: []"
4495,"                 name  id
0  RKO Radio Pictures   6"
4496,"                    name     id
0  Artisan Entertainment   2188
1            Haxan Films  15160"
4497,"               name    id
0  Wadleigh-Maurice  3816
1      Warner Bros.  6194"
4498,"                     name    id
0  Kentucky Fried Theatre  3894"
4499,"Empty DataFrame
Columns: []
Index: []"
4500,"                    name     id
0    The Picture Factory    637
1  B.Sting Entertainment  37757"
4501,"Empty DataFrame
Columns: []
Index: []"
4502,"Empty DataFrame
Columns: []
Index: []"
4503,"             name     id
0    Spring Films   9158
1  Together Films  80448
2    Mojo Musique  80449"
4504,"Empty DataFrame
Columns: []
Index: []"
4505,"                name     id
0    France 2 Cinéma     83
1           Le Pacte   5125
2      31 Juin Films  45969
3         Cinefrance  68543
4  Les Films du Parc  80017"
